Freguesia,Partido,Percentagem,Percentagem de Votos Válidos,Votos,Concelho,Distrito,Região
Vila Cova do Covelo/Mareco,JPP,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,L,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,MPT,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,NC,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,PCP-PEV,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,PCTP/MRPP,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,PDR,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,PNR,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,PURP,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Vila Cova do Covelo/Mareco,R.I.R.,0.0,0.0,0,Penalva do Castelo,Viseu,Centro
Beselga,PPD/PSD,41.67,43.62,65,Penedono,Viseu,Centro
Beselga,PS,35.26,36.91,55,Penedono,Viseu,Centro
Beselga,B.E.,5.77,6.04,9,Penedono,Viseu,Centro
Beselga,PAN,4.49,4.7,7,Penedono,Viseu,Centro
Beselga,CDS-PP,3.21,3.36,5,Penedono,Viseu,Centro
Beselga,PCP-PEV,3.21,3.36,5,Penedono,Viseu,Centro
Beselga,PDR,1.28,1.34,2,Penedono,Viseu,Centro
Beselga,A,0.64,0.67,1,Penedono,Viseu,Centro
Beselga,CH,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,IL,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,L,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,MPT,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,NC,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,PCTP/MRPP,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,PNR,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,PPM,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,PTP,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Beselga,R.I.R.,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PPD/PSD,42.35,43.9,36,Penedono,Viseu,Centro
Castainço,PS,40.0,41.46,34,Penedono,Viseu,Centro
Castainço,B.E.,8.24,8.54,7,Penedono,Viseu,Centro
Castainço,CDS-PP,1.18,1.22,1,Penedono,Viseu,Centro
Castainço,PCTP/MRPP,1.18,1.22,1,Penedono,Viseu,Centro
Castainço,PDR,1.18,1.22,1,Penedono,Viseu,Centro
Castainço,PPM,1.18,1.22,1,Penedono,Viseu,Centro
Castainço,R.I.R.,1.18,1.22,1,Penedono,Viseu,Centro
Castainço,A,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,CH,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,IL,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,L,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,MPT,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,NC,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PAN,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PCP-PEV,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PNR,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PTP,0.0,0.0,0,Penedono,Viseu,Centro
Castainço,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PPD/PSD,42.14,43.23,67,Penedono,Viseu,Centro
Penela da Beira,PS,38.36,39.35,61,Penedono,Viseu,Centro
Penela da Beira,CDS-PP,6.29,6.45,10,Penedono,Viseu,Centro
Penela da Beira,B.E.,5.03,5.16,8,Penedono,Viseu,Centro
Penela da Beira,L,1.26,1.29,2,Penedono,Viseu,Centro
Penela da Beira,NC,1.26,1.29,2,Penedono,Viseu,Centro
Penela da Beira,PAN,1.26,1.29,2,Penedono,Viseu,Centro
Penela da Beira,IL,0.63,0.65,1,Penedono,Viseu,Centro
Penela da Beira,PTP,0.63,0.65,1,Penedono,Viseu,Centro
Penela da Beira,R.I.R.,0.63,0.65,1,Penedono,Viseu,Centro
Penela da Beira,A,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,CH,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,MPT,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PCP-PEV,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PCTP/MRPP,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PDR,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PNR,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PPM,0.0,0.0,0,Penedono,Viseu,Centro
Penela da Beira,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,PS,36.69,39.53,51,Penedono,Viseu,Centro
Póvoa de Penela,PPD/PSD,34.53,37.21,48,Penedono,Viseu,Centro
Póvoa de Penela,CDS-PP,5.76,6.2,8,Penedono,Viseu,Centro
Póvoa de Penela,PAN,5.04,5.43,7,Penedono,Viseu,Centro
Póvoa de Penela,B.E.,4.32,4.65,6,Penedono,Viseu,Centro
Póvoa de Penela,A,1.44,1.55,2,Penedono,Viseu,Centro
Póvoa de Penela,PCP-PEV,1.44,1.55,2,Penedono,Viseu,Centro
Póvoa de Penela,PDR,1.44,1.55,2,Penedono,Viseu,Centro
Póvoa de Penela,PNR,0.72,0.78,1,Penedono,Viseu,Centro
Póvoa de Penela,PPM,0.72,0.78,1,Penedono,Viseu,Centro
Póvoa de Penela,R.I.R.,0.72,0.78,1,Penedono,Viseu,Centro
Póvoa de Penela,CH,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,IL,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,L,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,MPT,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,NC,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,PCTP/MRPP,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,PTP,0.0,0.0,0,Penedono,Viseu,Centro
Póvoa de Penela,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Souto,PPD/PSD,60.12,62.82,98,Terras de Bouro,Braga,Norte
Souto,PS,17.79,18.59,29,Terras de Bouro,Braga,Norte
Souto,CDS-PP,8.59,8.97,14,Terras de Bouro,Braga,Norte
Souto,B.E.,7.98,8.33,13,Terras de Bouro,Braga,Norte
Souto,CH,0.61,0.64,1,Terras de Bouro,Braga,Norte
Souto,PCP-PEV,0.61,0.64,1,Terras de Bouro,Braga,Norte
Souto,A,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,IL,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,JPP,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,L,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,MPT,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,NC,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PAN,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PCTP/MRPP,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PDR,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PNR,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PPM,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PTP,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,PURP,0.0,0.0,0,Terras de Bouro,Braga,Norte
Souto,R.I.R.,0.0,0.0,0,Terras de Bouro,Braga,Norte
Antas e Ourozinho,PPD/PSD,49.01,53.24,74,Penedono,Viseu,Centro
Antas e Ourozinho,PS,29.8,32.37,45,Penedono,Viseu,Centro
Antas e Ourozinho,B.E.,5.3,5.76,8,Penedono,Viseu,Centro
Antas e Ourozinho,CDS-PP,2.65,2.88,4,Penedono,Viseu,Centro
Antas e Ourozinho,PCP-PEV,2.65,2.88,4,Penedono,Viseu,Centro
Antas e Ourozinho,R.I.R.,1.32,1.44,2,Penedono,Viseu,Centro
Antas e Ourozinho,A,0.66,0.72,1,Penedono,Viseu,Centro
Antas e Ourozinho,PAN,0.66,0.72,1,Penedono,Viseu,Centro
Antas e Ourozinho,CH,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,IL,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,L,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,MPT,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,NC,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PCTP/MRPP,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PDR,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PNR,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PPM,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PTP,0.0,0.0,0,Penedono,Viseu,Centro
Antas e Ourozinho,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Penedono e Granja,PS,38.65,41.1,194,Penedono,Viseu,Centro
Penedono e Granja,PPD/PSD,33.27,35.38,167,Penedono,Viseu,Centro
Penedono e Granja,B.E.,7.37,7.84,37,Penedono,Viseu,Centro
Penedono e Granja,CDS-PP,6.18,6.57,31,Penedono,Viseu,Centro
Penedono e Granja,PCP-PEV,2.59,2.75,13,Penedono,Viseu,Centro
Penedono e Granja,R.I.R.,1.79,1.91,9,Penedono,Viseu,Centro
Penedono e Granja,PAN,0.8,0.85,4,Penedono,Viseu,Centro
Penedono e Granja,IL,0.6,0.64,3,Penedono,Viseu,Centro
Penedono e Granja,PCTP/MRPP,0.6,0.64,3,Penedono,Viseu,Centro
Penedono e Granja,A,0.4,0.42,2,Penedono,Viseu,Centro
Penedono e Granja,CH,0.4,0.42,2,Penedono,Viseu,Centro
Penedono e Granja,L,0.4,0.42,2,Penedono,Viseu,Centro
Penedono e Granja,MPT,0.4,0.42,2,Penedono,Viseu,Centro
Penedono e Granja,NC,0.2,0.21,1,Penedono,Viseu,Centro
Penedono e Granja,PNR,0.2,0.21,1,Penedono,Viseu,Centro
Penedono e Granja,PTP,0.2,0.21,1,Penedono,Viseu,Centro
Penedono e Granja,JPP,0.0,0.0,0,Penedono,Viseu,Centro
Penedono e Granja,PDR,0.0,0.0,0,Penedono,Viseu,Centro
Penedono e Granja,PPM,0.0,0.0,0,Penedono,Viseu,Centro
Penedono e Granja,PURP,0.0,0.0,0,Penedono,Viseu,Centro
Barrô,PS,37.32,39.7,106,Resende,Viseu,Centro
Barrô,PPD/PSD,34.86,37.08,99,Resende,Viseu,Centro
Barrô,B.E.,7.04,7.49,20,Resende,Viseu,Centro
Barrô,CDS-PP,4.58,4.87,13,Resende,Viseu,Centro
Barrô,PCP-PEV,2.82,3.0,8,Resende,Viseu,Centro
Barrô,CH,1.76,1.87,5,Resende,Viseu,Centro
Barrô,PURP,1.76,1.87,5,Resende,Viseu,Centro
Barrô,A,0.7,0.75,2,Resende,Viseu,Centro
Barrô,PAN,0.7,0.75,2,Resende,Viseu,Centro
Barrô,PCTP/MRPP,0.7,0.75,2,Resende,Viseu,Centro
Barrô,IL,0.35,0.37,1,Resende,Viseu,Centro
Barrô,JPP,0.35,0.37,1,Resende,Viseu,Centro
Barrô,MPT,0.35,0.37,1,Resende,Viseu,Centro
Barrô,PDR,0.35,0.37,1,Resende,Viseu,Centro
Barrô,R.I.R.,0.35,0.37,1,Resende,Viseu,Centro
Barrô,L,0.0,0.0,0,Resende,Viseu,Centro
Barrô,NC,0.0,0.0,0,Resende,Viseu,Centro
Barrô,PNR,0.0,0.0,0,Resende,Viseu,Centro
Barrô,PPM,0.0,0.0,0,Resende,Viseu,Centro
Barrô,PTP,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,PS,42.18,43.48,170,Resende,Viseu,Centro
Cárquere,PPD/PSD,40.2,41.43,162,Resende,Viseu,Centro
Cárquere,B.E.,4.71,4.86,19,Resende,Viseu,Centro
Cárquere,CDS-PP,4.22,4.35,17,Resende,Viseu,Centro
Cárquere,PCP-PEV,1.99,2.05,8,Resende,Viseu,Centro
Cárquere,PAN,0.99,1.02,4,Resende,Viseu,Centro
Cárquere,CH,0.74,0.77,3,Resende,Viseu,Centro
Cárquere,PDR,0.5,0.51,2,Resende,Viseu,Centro
Cárquere,R.I.R.,0.5,0.51,2,Resende,Viseu,Centro
Cárquere,IL,0.25,0.26,1,Resende,Viseu,Centro
Cárquere,L,0.25,0.26,1,Resende,Viseu,Centro
Cárquere,PNR,0.25,0.26,1,Resende,Viseu,Centro
Cárquere,PPM,0.25,0.26,1,Resende,Viseu,Centro
Cárquere,A,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,JPP,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,MPT,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,NC,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,PCTP/MRPP,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,PTP,0.0,0.0,0,Resende,Viseu,Centro
Cárquere,PURP,0.0,0.0,0,Resende,Viseu,Centro
Paus,PS,53.2,55.19,133,Resende,Viseu,Centro
Paus,PPD/PSD,32.0,33.2,80,Resende,Viseu,Centro
Paus,B.E.,4.4,4.56,11,Resende,Viseu,Centro
Paus,CDS-PP,2.8,2.9,7,Resende,Viseu,Centro
Paus,PAN,1.6,1.66,4,Resende,Viseu,Centro
Paus,PCTP/MRPP,0.8,0.83,2,Resende,Viseu,Centro
Paus,R.I.R.,0.8,0.83,2,Resende,Viseu,Centro
Paus,A,0.4,0.41,1,Resende,Viseu,Centro
Paus,PDR,0.4,0.41,1,Resende,Viseu,Centro
Paus,CH,0.0,0.0,0,Resende,Viseu,Centro
Paus,IL,0.0,0.0,0,Resende,Viseu,Centro
Paus,JPP,0.0,0.0,0,Resende,Viseu,Centro
Paus,L,0.0,0.0,0,Resende,Viseu,Centro
Paus,MPT,0.0,0.0,0,Resende,Viseu,Centro
Paus,NC,0.0,0.0,0,Resende,Viseu,Centro
Paus,PCP-PEV,0.0,0.0,0,Resende,Viseu,Centro
Paus,PNR,0.0,0.0,0,Resende,Viseu,Centro
Paus,PPM,0.0,0.0,0,Resende,Viseu,Centro
Paus,PTP,0.0,0.0,0,Resende,Viseu,Centro
Paus,PURP,0.0,0.0,0,Resende,Viseu,Centro
Resende,PS,44.92,46.58,668,Resende,Viseu,Centro
Resende,PPD/PSD,31.2,32.36,464,Resende,Viseu,Centro
Resende,B.E.,6.99,7.25,104,Resende,Viseu,Centro
Resende,CDS-PP,5.31,5.51,79,Resende,Viseu,Centro
Resende,PAN,2.56,2.65,38,Resende,Viseu,Centro
Resende,PCP-PEV,1.61,1.67,24,Resende,Viseu,Centro
Resende,R.I.R.,0.67,0.7,10,Resende,Viseu,Centro
Resende,CH,0.47,0.49,7,Resende,Viseu,Centro
Resende,IL,0.4,0.42,6,Resende,Viseu,Centro
Resende,PCTP/MRPP,0.4,0.42,6,Resende,Viseu,Centro
Resende,PTP,0.4,0.42,6,Resende,Viseu,Centro
Resende,A,0.34,0.35,5,Resende,Viseu,Centro
Resende,PDR,0.34,0.35,5,Resende,Viseu,Centro
Resende,PPM,0.27,0.28,4,Resende,Viseu,Centro
Resende,L,0.2,0.21,3,Resende,Viseu,Centro
Resende,MPT,0.2,0.21,3,Resende,Viseu,Centro
Resende,PNR,0.13,0.14,2,Resende,Viseu,Centro
Resende,JPP,0.0,0.0,0,Resende,Viseu,Centro
Resende,NC,0.0,0.0,0,Resende,Viseu,Centro
Resende,PURP,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,PPD/PSD,45.68,46.84,185,Resende,Viseu,Centro
São Cipriano,PS,33.83,34.68,137,Resende,Viseu,Centro
São Cipriano,CDS-PP,6.17,6.33,25,Resende,Viseu,Centro
São Cipriano,B.E.,4.69,4.81,19,Resende,Viseu,Centro
São Cipriano,R.I.R.,1.98,2.03,8,Resende,Viseu,Centro
São Cipriano,PAN,1.23,1.27,5,Resende,Viseu,Centro
São Cipriano,PCP-PEV,1.23,1.27,5,Resende,Viseu,Centro
São Cipriano,CH,0.99,1.01,4,Resende,Viseu,Centro
São Cipriano,A,0.49,0.51,2,Resende,Viseu,Centro
São Cipriano,L,0.49,0.51,2,Resende,Viseu,Centro
São Cipriano,MPT,0.25,0.25,1,Resende,Viseu,Centro
São Cipriano,PPM,0.25,0.25,1,Resende,Viseu,Centro
São Cipriano,PTP,0.25,0.25,1,Resende,Viseu,Centro
São Cipriano,IL,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,JPP,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,NC,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,PCTP/MRPP,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,PDR,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,PNR,0.0,0.0,0,Resende,Viseu,Centro
São Cipriano,PURP,0.0,0.0,0,Resende,Viseu,Centro
São João de Fontoura,PS,42.41,43.62,123,Resende,Viseu,Centro
São João de Fontoura,PPD/PSD,39.66,40.78,115,Resende,Viseu,Centro
São João de Fontoura,CDS-PP,5.86,6.03,17,Resende,Viseu,Centro
São João de Fontoura,B.E.,3.1,3.19,9,Resende,Viseu,Centro
São João de Fontoura,PAN,1.72,1.77,5,Resende,Viseu,Centro
São João de Fontoura,CH,1.03,1.06,3,Resende,Viseu,Centro
São João de Fontoura,PCP-PEV,1.03,1.06,3,Resende,Viseu,Centro
São João de Fontoura,PCTP/MRPP,1.03,1.06,3,Resende,Viseu,Centro
São João de Fontoura,A,0.34,0.35,1,Resende,Viseu,Centro
São João de Fontoura,PPM,0.34,0.35,1,Resende,Viseu,Centro
São João de Fontoura,PURP,0.34,0.35,1,Resende,Viseu,Centro
São João de Fontoura,R.I.R.,0.34,0.35,1,Resende,Viseu,Centro
São João de Fontoura,IL,0.0,0.0,0,Resende,Viseu,Centro
São João de Fontoura,JPP,0.0,0.0,0,Resende,Viseu,Centro
