Data,Freguesia,Código Territorial,Total Mandatos,Mandatos Disponíveis,Votos Brancos,Percentagem Votos Brancos,Votos Nulos,Percentagem Votos Nulos,Percentagem Votantes,Votantes Inscritos,Total de Votos,Concelho,Distrito,Região
2019-12-03 11:13:36,Mesão Frio,LOCAL-030830,0.0,0,74,2.85,27,1.04,64.21,4037,2592,Guimarães,Braga,Norte
2019-12-03 11:13:36,Moreira de Cónegos,LOCAL-030831,0.0,0,51,1.87,33,1.21,63.33,4301,2724,Guimarães,Braga,Norte
2019-12-03 11:13:36,Nespereira,LOCAL-030832,0.0,0,41,2.76,17,1.14,62.06,2393,1485,Guimarães,Braga,Norte
2019-12-03 11:13:36,Pencelo,LOCAL-030835,0.0,0,16,2.28,10,1.42,62.96,1115,702,Guimarães,Braga,Norte
2019-12-03 11:13:36,Pinheiro,LOCAL-030836,0.0,0,22,3.36,8,1.22,62.68,1045,655,Guimarães,Braga,Norte
2019-12-03 11:13:36,Polvoreira,LOCAL-030837,0.0,0,67,3.28,16,0.78,65.2,3135,2044,Guimarães,Braga,Norte
2019-12-03 11:13:36,Ponte,LOCAL-030838,0.0,0,122,3.48,49,1.4,59.7,5871,3505,Guimarães,Braga,Norte
2019-12-03 11:13:36,Ronfe,LOCAL-030840,0.0,0,108,3.96,36,1.32,67.34,4054,2730,Guimarães,Braga,Norte
2019-12-03 11:13:36,Prazins (Santa Eufémia),LOCAL-030842,0.0,0,21,3.02,11,1.58,62.14,1120,696,Guimarães,Braga,Norte
2019-12-03 11:13:36,Selho (São Cristóvão),LOCAL-030850,0.0,0,39,3.03,17,1.32,64.42,2001,1289,Guimarães,Braga,Norte
2019-12-03 11:13:36,Selho (São Jorge),LOCAL-030854,0.0,0,137,3.93,43,1.23,66.2,5261,3483,Guimarães,Braga,Norte
2019-12-03 11:13:36,Candoso (São Martinho),LOCAL-030857,0.0,0,23,2.79,13,1.58,68.84,1197,824,Guimarães,Braga,Norte
2019-12-03 11:13:36,Sande (São Martinho),LOCAL-030858,0.0,0,46,3.53,17,1.3,54.09,2411,1304,Guimarães,Braga,Norte
2019-12-03 11:13:36,São Torcato,LOCAL-030865,0.0,0,74,3.73,30,1.51,62.61,3169,1984,Guimarães,Braga,Norte
2019-12-03 11:13:36,Serzedelo,LOCAL-030866,0.0,0,59,2.87,28,1.36,63.91,3220,2058,Guimarães,Braga,Norte
2019-12-03 11:13:36,Silvares,LOCAL-030868,0.0,0,36,2.65,19,1.4,64.93,2096,1361,Guimarães,Braga,Norte
2019-12-03 11:13:36,Urgezes,LOCAL-030871,0.0,0,101,3.2,42,1.33,63.82,4942,3154,Guimarães,Braga,Norte
2019-12-03 11:13:36,Abação e Gémeos,LOCAL-030875,0.0,0,50,3.43,18,1.23,62.43,2337,1459,Guimarães,Braga,Norte
2019-12-03 11:13:36,"Airão Santa Maria, Airão São João e Vermil",LOCAL-030876,0.0,0,72,3.16,29,1.27,72.0,3168,2281,Guimarães,Braga,Norte
2019-12-03 11:13:36,Arosa e Castelões,LOCAL-030877,0.0,0,18,4.57,5,1.27,53.24,740,394,Guimarães,Braga,Norte
2019-12-03 11:13:36,Atães e Rendufe,LOCAL-030878,0.0,0,48,3.73,22,1.71,55.42,2324,1288,Guimarães,Braga,Norte
2019-12-03 11:13:36,Briteiros Santo Estêvão e Donim,LOCAL-030879,0.0,0,39,3.42,11,0.96,55.29,2062,1140,Guimarães,Braga,Norte
2019-12-03 11:13:36,Briteiros São Salvador e Briteiros Santa Leocádia,LOCAL-030880,0.0,0,22,2.49,11,1.24,52.25,1692,884,Guimarães,Braga,Norte
2019-12-03 11:13:36,Candoso São Tiago e Mascotelos,LOCAL-030881,0.0,0,66,3.1,25,1.17,66.82,3189,2131,Guimarães,Braga,Norte
2019-12-03 11:13:36,Conde e Gandarela,LOCAL-030882,0.0,0,33,2.22,19,1.28,68.2,2176,1484,Guimarães,Braga,Norte
2019-12-03 11:13:36,"Leitões, Oleiros e Figueiredo",LOCAL-030883,0.0,0,27,3.04,9,1.01,67.27,1320,888,Guimarães,Braga,Norte
2019-12-03 11:13:36,"Oliveira, São Paio e São Sebastião",LOCAL-030884,0.0,0,98,2.17,55,1.22,61.86,7312,4523,Guimarães,Braga,Norte
2019-12-03 11:13:36,Prazins Santo Tirso e Corvite,LOCAL-030885,0.0,0,43,3.99,20,1.85,62.81,1718,1079,Guimarães,Braga,Norte
2019-12-03 11:13:36,Sande São Lourenço e Balazar,LOCAL-030886,0.0,0,32,3.82,13,1.55,49.35,1696,837,Guimarães,Braga,Norte
2019-12-03 11:13:36,Sande Vila Nova e Sande São Clemente,LOCAL-030887,0.0,0,78,3.93,25,1.26,61.84,3210,1985,Guimarães,Braga,Norte
2019-12-03 11:13:36,Selho São Lourenço e Gominhães,LOCAL-030888,0.0,0,35,2.72,18,1.4,63.25,2038,1289,Guimarães,Braga,Norte
2019-12-03 11:13:36,Serzedo e Calvos,LOCAL-030889,0.0,0,38,3.06,19,1.53,59.81,2075,1241,Guimarães,Braga,Norte
2019-12-03 11:13:36,"Souto Santa Maria, Souto São Salvador e Gondomar",LOCAL-030890,0.0,0,24,2.16,20,1.8,51.99,2141,1113,Guimarães,Braga,Norte
2019-12-03 11:13:36,Tabuadelo e São Faustino,LOCAL-030891,0.0,0,37,2.43,20,1.31,67.24,2265,1523,Guimarães,Braga,Norte
2019-12-03 11:13:36,Covelas,LOCAL-030906,0.0,0,12,4.43,6,2.21,68.26,397,271,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Ferreiros,LOCAL-030908,0.0,0,4,1.85,4,1.85,60.17,359,216,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Galegos,LOCAL-030912,0.0,0,10,3.26,5,1.63,51.95,591,307,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Garfe,LOCAL-030913,0.0,0,22,3.73,9,1.53,50.69,1164,590,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Geraz do Minho,LOCAL-030914,0.0,0,9,2.6,10,2.89,68.24,507,346,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Lanhoso,LOCAL-030915,0.0,0,11,2.8,6,1.53,53.91,729,393,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Monsul,LOCAL-030917,0.0,0,15,3.61,5,1.2,56.68,734,416,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Póvoa de Lanhoso (Nossa Senhora do Amparo),LOCAL-030919,0.0,0,84,2.99,34,1.21,54.26,5177,2809,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Rendufinho,LOCAL-030921,0.0,0,7,1.92,12,3.3,54.33,670,364,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Santo Emilião,LOCAL-030922,0.0,0,11,2.35,12,2.56,51.6,907,468,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,São João de Rei,LOCAL-030923,0.0,0,5,2.22,4,1.78,57.4,392,225,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Serzedelo,LOCAL-030924,0.0,0,9,2.39,3,0.8,51.29,735,377,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Sobradelo da Goma,LOCAL-030925,0.0,0,10,2.49,6,1.5,50.95,787,401,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Taíde,LOCAL-030926,0.0,0,34,3.88,21,2.4,50.09,1749,876,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Travassos,LOCAL-030927,0.0,0,5,1.32,2,0.53,56.21,676,380,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Vilela,LOCAL-030929,0.0,0,9,2.49,18,4.99,59.77,604,361,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Águas Santas e Moure,LOCAL-030930,0.0,0,5,1.4,3,0.84,60.68,590,358,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Calvos e Frades,LOCAL-030931,0.0,0,9,2.15,2,0.48,56.78,738,419,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Campos e Louredo,LOCAL-030932,0.0,0,23,2.53,30,3.3,62.2,1463,910,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Esperança e Brunhais,LOCAL-030933,0.0,0,12,3.52,7,2.05,49.85,684,341,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Fonte Arcada e Oliveira,LOCAL-030934,0.0,0,25,2.74,7,0.77,54.74,1668,913,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,"Verim, Friande e Ajude",LOCAL-030935,0.0,0,7,1.85,4,1.06,52.28,723,378,Póvoa de Lanhoso,Braga,Norte
2019-12-03 11:13:36,Balança,LOCAL-031001,0.0,0,6,2.73,7,3.18,66.67,330,220,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Campo do Gerês,LOCAL-031003,0.0,0,1,1.06,0,0.0,54.02,174,94,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Carvalheira,LOCAL-031004,0.0,0,8,3.76,6,2.82,63.2,337,213,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Covide,LOCAL-031008,0.0,0,2,1.1,1,0.55,54.19,334,181,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Gondoriz,LOCAL-031009,0.0,0,2,1.26,2,1.26,53.36,298,159,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Moimenta,LOCAL-031010,0.0,0,11,2.66,9,2.17,57.18,724,414,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Ribeira,LOCAL-031012,0.0,0,4,3.03,1,0.76,58.41,226,132,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Rio Caldo,LOCAL-031013,0.0,0,18,4.12,9,2.06,51.59,847,437,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Souto,LOCAL-031014,0.0,0,14,4.49,9,2.88,63.29,493,312,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Valdosende,LOCAL-031015,0.0,0,12,3.64,1,0.3,56.7,582,330,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Vilar da Veiga,LOCAL-031017,0.0,0,21,3.47,8,1.32,51.98,1164,605,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Chamoim e Vilar,LOCAL-031018,0.0,0,12,5.11,4,1.7,56.35,417,235,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Chorense e Monte,LOCAL-031019,0.0,0,9,2.98,7,2.32,52.52,575,302,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Cibões e Brufe,LOCAL-031020,0.0,0,9,5.08,4,2.26,50.0,354,177,Terras de Bouro,Braga,Norte
2019-12-03 11:13:36,Cantelães,LOCAL-031105,0.0,0,12,3.27,8,2.18,50.69,724,367,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Eira Vedra,LOCAL-031107,0.0,0,13,3.32,10,2.55,58.07,675,392,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Guilhofrei,LOCAL-031108,0.0,0,8,1.58,14,2.76,49.8,1018,507,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Louredo,LOCAL-031109,0.0,0,8,3.94,2,0.99,43.84,463,203,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Mosteiro,LOCAL-031110,0.0,0,8,2.1,3,0.79,54.12,704,381,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Parada de Bouro,LOCAL-031111,0.0,0,5,1.87,0,0.0,55.74,479,267,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Pinheiro,LOCAL-031112,0.0,0,9,3.73,5,2.07,55.79,432,241,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Rossas,LOCAL-031113,0.0,0,7,0.84,10,1.2,47.76,1744,833,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Salamonde,LOCAL-031115,0.0,0,1,0.53,2,1.06,49.35,383,189,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Tabuaças,LOCAL-031118,0.0,0,10,2.12,11,2.34,52.86,891,471,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Vieira do Minho,LOCAL-031120,0.0,0,33,2.65,25,2.01,52.93,2354,1246,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Anissó e Soutelo,LOCAL-031122,0.0,0,3,1.33,9,3.98,56.78,398,226,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Anjos e Vilar do Chão,LOCAL-031123,0.0,0,3,0.85,6,1.7,56.3,627,353,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Caniçada e Soengas,LOCAL-031124,0.0,0,5,1.64,4,1.32,54.48,558,304,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Ruivães e Campos,LOCAL-031125,0.0,0,2,0.4,9,1.79,57.95,868,503,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Ventosa e Cova,LOCAL-031126,0.0,0,4,1.34,4,1.34,44.56,671,299,Vieira do Minho,Braga,Norte
2019-12-03 11:13:36,Bairro,LOCAL-031204,0.0,0,64,3.49,17,0.93,57.47,3193,1835,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Brufe,LOCAL-031206,0.0,0,36,2.77,28,2.15,63.49,2049,1301,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Castelões,LOCAL-031210,0.0,0,29,2.6,23,2.06,62.84,1776,1116,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Cruz,LOCAL-031212,0.0,0,38,3.64,17,1.63,70.38,1482,1043,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Delães,LOCAL-031213,0.0,0,63,2.92,34,1.58,59.65,3613,2155,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Fradelos,LOCAL-031215,0.0,0,69,3.58,56,2.9,56.74,3398,1928,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Gavião,LOCAL-031216,0.0,0,52,2.44,40,1.88,64.17,3318,2129,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Joane,LOCAL-031219,0.0,0,164,3.61,72,1.59,64.85,6996,4537,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Landim,LOCAL-031221,0.0,0,59,3.91,38,2.52,58.29,2589,1509,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Louro,LOCAL-031223,0.0,0,45,3.26,30,2.17,70.5,1959,1381,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Lousado,LOCAL-031224,0.0,0,78,3.59,29,1.34,62.52,3474,2172,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Mogege,LOCAL-031225,0.0,0,37,3.31,21,1.88,63.68,1754,1117,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Nine,LOCAL-031227,0.0,0,65,3.92,31,1.87,63.62,2606,1658,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Pedome,LOCAL-031230,0.0,0,33,2.84,18,1.55,59.97,1941,1164,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Pousada de Saramagos,LOCAL-031232,0.0,0,44,3.38,16,1.23,62.48,2084,1302,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Requião,LOCAL-031233,0.0,0,55,2.99,21,1.14,64.59,2844,1837,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Riba de Ave,LOCAL-031234,0.0,0,46,2.33,23,1.17,61.88,3190,1974,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Ribeirão,LOCAL-031235,0.0,0,138,2.86,111,2.3,62.07,7780,4829,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Oliveira (Santa Maria),LOCAL-031239,0.0,0,67,3.49,39,2.03,60.71,3161,1919,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Vale (São Martinho),LOCAL-031241,0.0,0,28,2.4,29,2.48,63.71,1835,1169,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Oliveira (São Mateus),LOCAL-031242,0.0,0,45,3.24,22,1.59,60.51,2292,1387,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Vermoim,LOCAL-031247,0.0,0,37,2.22,21,1.26,61.11,2731,1669,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Vilarinho das Cambas,LOCAL-031249,0.0,0,23,2.97,24,3.1,66.78,1159,774,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Antas e Abade de Vermoim,LOCAL-031250,0.0,0,108,2.66,50,1.23,63.24,6431,4067,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Arnoso (Santa Maria e Santa Eulália) e Sezures,LOCAL-031251,0.0,0,119,5.77,48,2.33,63.78,3236,2064,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Avidos e Lagoa,LOCAL-031252,0.0,0,46,2.97,33,2.13,67.91,2281,1549,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Carreira e Bente,LOCAL-031253,0.0,0,42,3.04,23,1.67,58.75,2349,1380,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Esmeriz e Cabeçudos,LOCAL-031254,0.0,0,79,3.92,35,1.74,63.31,3181,2014,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,"Gondifelos, Cavalões e Outiz",LOCAL-031255,0.0,0,69,2.65,48,1.85,57.52,4522,2601,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,"Lemenhe, Mouquim e Jesufrei",LOCAL-031256,0.0,0,72,3.77,55,2.88,68.06,2808,1911,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Ruivães e Novais,LOCAL-031257,0.0,0,42,2.48,25,1.48,61.59,2749,1693,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Seide,LOCAL-031258,0.0,0,30,3.26,25,2.72,64.18,1432,919,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,"Vale (São Cosme), Telhado e Portela",LOCAL-031259,0.0,0,127,4.13,85,2.77,64.14,4793,3074,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Vila Nova de Famalicão e Calendário,LOCAL-031260,0.0,0,369,3.3,163,1.46,60.79,18385,11176,Vila Nova de Famalicão,Braga,Norte
2019-12-03 11:13:36,Atiães,LOCAL-031304,0.0,0,12,4.15,11,3.81,61.36,471,289,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Cabanelas,LOCAL-031308,0.0,0,31,3.32,20,2.14,52.09,1795,935,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Cervães,LOCAL-031309,0.0,0,38,3.86,8,0.81,52.01,1894,985,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Coucieiro,LOCAL-031311,0.0,0,4,1.43,2,0.71,58.33,480,280,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Dossãos,LOCAL-031313,0.0,0,8,2.94,7,2.57,66.5,409,272,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Freiriz,LOCAL-031316,0.0,0,20,3.94,11,2.17,49.85,1019,508,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Gême,LOCAL-031317,0.0,0,6,2.22,6,2.22,57.57,469,270,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Lage,LOCAL-031323,0.0,0,45,3.07,26,1.77,55.47,2641,1465,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Lanhas,LOCAL-031324,0.0,0,9,2.54,7,1.97,64.43,551,355,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Loureira,LOCAL-031325,0.0,0,25,4.33,8,1.39,56.57,1020,577,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Moure,LOCAL-031328,0.0,0,26,3.54,14,1.91,51.51,1425,734,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Oleiros,LOCAL-031330,0.0,0,20,3.13,12,1.88,52.16,1227,640,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Parada de Gatim,LOCAL-031331,0.0,0,10,2.87,4,1.15,46.78,746,349,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Pico,LOCAL-031335,0.0,0,8,2.71,8,2.71,55.35,533,295,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Ponte,LOCAL-031337,0.0,0,4,1.61,3,1.2,52.42,475,249,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Sabariz,LOCAL-031340,0.0,0,12,4.53,2,0.75,62.5,424,265,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Vila de Prado,LOCAL-031342,0.0,0,102,4.45,64,2.79,56.53,4058,2294,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Prado (São Miguel),LOCAL-031350,0.0,0,13,4.11,4,1.27,47.52,665,316,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Soutelo,LOCAL-031352,0.0,0,38,3.33,17,1.49,60.31,1892,1141,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Turiz,LOCAL-031354,0.0,0,29,3.16,17,1.85,55.47,1653,917,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Valdreu,LOCAL-031355,0.0,0,7,2.5,3,1.07,52.14,537,280,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Aboim da Nóbrega e Gondomar,LOCAL-031359,0.0,0,11,2.29,5,1.04,48.05,999,480,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Ribeira do Neiva,LOCAL-031360,0.0,0,79,4.27,51,2.76,51.23,3611,1850,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Carreiras (São Miguel) e Carreiras (Santiago),LOCAL-031361,0.0,0,11,2.41,1,0.22,51.88,879,456,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Escariz (São Mamede) e Escariz (São Martinho),LOCAL-031362,0.0,0,18,4.21,7,1.64,55.01,778,428,Vila Verde,Braga,Norte
2019-12-03 11:13:36,"Esqueiros, Nevogilde e Travassós",LOCAL-031363,0.0,0,19,3.56,7,1.31,61.19,871,533,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Marrancos e Arcozelo,LOCAL-031364,0.0,0,19,3.98,9,1.89,55.72,856,477,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Oriz (Santa Marinha) e Oriz (São Miguel),LOCAL-031365,0.0,0,11,3.26,6,1.78,62.41,540,337,Vila Verde,Braga,Norte
2019-12-03 11:13:36,"Pico de Regalados, Gondiães e Mós",LOCAL-031366,0.0,0,31,3.38,21,2.29,68.82,1331,916,Vila Verde,Braga,Norte
2019-12-03 11:13:36,"Sande, Vilarinho, Barros e Gomide",LOCAL-031367,0.0,0,21,2.69,10,1.28,59.18,1318,780,Vila Verde,Braga,Norte
2019-12-03 11:13:36,"Valbom (São Pedro), Passô e Valbom (São Martinho)",LOCAL-031368,0.0,0,12,3.49,4,1.16,53.92,638,344,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Vade,LOCAL-031369,0.0,0,15,1.67,15,1.67,54.48,1652,900,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Vila Verde e Barbudo,LOCAL-031370,0.0,0,107,3.1,55,1.59,52.58,6560,3449,Vila Verde,Braga,Norte
2019-12-03 11:13:36,Santa Eulália,LOCAL-031401,0.0,0,67,2.49,51,1.9,55.51,4842,2688,Vizela,Braga,Norte
2019-12-03 11:13:36,Infias,LOCAL-031404,0.0,0,30,2.87,12,1.15,63.93,1633,1044,Vizela,Braga,Norte
2019-12-03 11:13:36,Vizela (Santo Adrião),LOCAL-031406,0.0,0,31,2.47,28,2.23,60.7,2066,1254,Vizela,Braga,Norte
2019-12-03 11:13:36,Caldas de Vizela (São Miguel e São João),LOCAL-031408,0.0,0,167,2.8,78,1.31,60.35,9873,5958,Vizela,Braga,Norte
2019-12-03 11:13:36,Tagilde e Vizela (São Paio),LOCAL-031409,0.0,0,38,2.32,20,1.22,57.46,2854,1640,Vizela,Braga,Norte
2019-12-03 11:13:36,Alfândega da Fé,LOCAL-040102,0.0,0,29,2.52,17,1.48,58.12,1982,1152,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Cerejais,LOCAL-040103,0.0,0,2,2.02,5,5.05,45.83,216,99,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Sambade,LOCAL-040111,0.0,0,3,1.07,3,1.07,53.54,523,280,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Vilar Chão,LOCAL-040118,0.0,0,3,2.38,2,1.59,44.68,282,126,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Vilarelhos,LOCAL-040119,0.0,0,2,1.27,2,1.27,57.25,276,158,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Vilares de Vilariça,LOCAL-040120,0.0,0,1,0.94,1,0.94,43.8,242,106,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,"Agrobom, Saldonha e Vale Pereiro",LOCAL-040121,0.0,0,2,1.21,0,0.0,48.25,342,165,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,"Eucisia, Gouveia e Valverde",LOCAL-040122,0.0,0,0,0.0,7,3.45,51.26,396,203,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Ferradosa e Sendim da Serra,LOCAL-040123,0.0,0,2,1.27,2,1.27,57.88,273,158,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Gebelim e Soeima,LOCAL-040124,0.0,0,2,1.04,10,5.18,49.87,387,193,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Parada e Sendim da Ribeira,LOCAL-040125,0.0,0,0,0.0,1,0.76,54.36,241,131,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Pombal e Vales,LOCAL-040126,0.0,0,1,0.85,5,4.24,57.56,205,118,Alfândega da Fé,Bragança,Norte
2019-12-03 11:13:36,Alfaião,LOCAL-040201,0.0,0,2,1.8,1,0.9,57.81,192,111,Bragança,Bragança,Norte
2019-12-03 11:13:36,Babe,LOCAL-040203,0.0,0,2,1.85,4,3.7,34.18,316,108,Bragança,Bragança,Norte
2019-12-03 11:13:36,Baçal,LOCAL-040204,0.0,0,5,1.96,9,3.53,48.02,531,255,Bragança,Bragança,Norte
2019-12-03 11:13:36,Carragosa,LOCAL-040206,0.0,0,1,0.99,4,3.96,40.4,250,101,Bragança,Bragança,Norte
2019-12-03 11:13:36,Castro de Avelãs,LOCAL-040209,0.0,0,5,3.03,3,1.82,47.55,347,165,Bragança,Bragança,Norte
2019-12-03 11:13:36,Coelhoso,LOCAL-040210,0.0,0,2,1.18,4,2.37,34.99,483,169,Bragança,Bragança,Norte
2019-12-03 11:13:36,Donai,LOCAL-040212,0.0,0,7,3.1,2,0.88,49.45,457,226,Bragança,Bragança,Norte
2019-12-03 11:13:36,Espinhosela,LOCAL-040213,0.0,0,2,1.35,3,2.03,54.81,270,148,Bragança,Bragança,Norte
2019-12-03 11:13:36,França,LOCAL-040215,0.0,0,1,0.85,2,1.69,40.69,290,118,Bragança,Bragança,Norte
2019-12-03 11:13:36,Gimonde,LOCAL-040216,0.0,0,9,5.0,1,0.56,45.34,397,180,Bragança,Bragança,Norte
2019-12-03 11:13:36,Gondesende,LOCAL-040217,0.0,0,0,0.0,0,0.0,40.96,188,77,Bragança,Bragança,Norte
2019-12-03 11:13:36,Gostei,LOCAL-040218,0.0,0,3,1.55,2,1.04,43.57,443,193,Bragança,Bragança,Norte
2019-12-03 11:13:36,Grijó de Parada,LOCAL-040219,0.0,0,0,0.0,3,2.16,38.19,364,139,Bragança,Bragança,Norte
